adiposity	adiposity.coefficient.of.variation	average.adiposity..liver.	average.fat.mass..liver.	average.lean.mass..liver.	average.total.mass..liver.	Body.Weight	Col.C22.6.	fat.mass	FFA.C14.0.	FFA.C16.0.	FFA.C16.1.	FFA.C18.0.	FFA.C18.1.	FFA.C18.2.	FFA.C18.3.	FFA.C20.1.	FFA.C20.2.	FFA.C20.3.a	FFA.C20.3.b	FFA.C20.4.	FFA.C20.5.	FFA.C22.4.	FFA.C22.5.	FFA.C22.6.	FFA.C24.4.	FFA.C24.5.	FFA.C24.6.	fibrosed.area	free.fatty.acids	free.fatty.acids..pre.bleed.	free.fluid	G.CSF	Glucose	Glucose..pre.bleed.	GM.CSF	Gonadal.Fat	GRAN	GRAN..	HCT	HDL	HDL..pre.bleed.	HGB	HOMA.IR	HOMA.IR..pre.bleed.	IFNr	IL.10	IL.12..p40.	IL.12..p70.	IL.13	IL.15	IL.1a	IL.1b	IL.2	IL.4	IL.6	IL.7	Insulin	Insulin..pre.bleed.	IP.10	KC	Kidney..left.	lean.mass	lesion.area	Liver...body.weight	Liver.collagen	Liver.Total	LiverHist	LiverLipids	LiverMetab	LiverNMR	LiverResidual	LiverRNA	LiverSpare	LYM	LYM..	M.CSF	MCH	MCHC	MCP.1	MCV	MIG	MIP.1a	MIP.1b	MIP.2	MONO	MONO..	MPV	phospholipids..liver.	PLT	RANTES	RBC	RBC.Time	RDW..	RDWa	Spleen	TNFa	total.cholesterol	total.cholesterol..liver.	total.cholesterol..pre.bleed.	total.liver.weighed	triglycerides	triglycerides..liver.	triglycerides..pre.bleed.	unesterified.cholesterol	unesterified.cholesterol..liver.	unesterified.cholesterol..pre.bleed.	VLDL.LDL	VLDL.LDL..pre.bleed.	WBC	WBC.Time
1604	0.173715774725347	0.011123146	0.210601617	0.265	0.993333333	1.258333333	21.05	NA	3.71462	NA	151.185473892388	20.3958143308689	24.521080493917	NA	94.7218190780151	1.56026484040497	NA	3.27493931009353	34.181117988167	NA	454.666833485656	2.37192592836693	19.1403266121388	9.98165284169954	34.0129650934498	NA	NA	NA	1.268492951	NA	41	0.00072	333	153	143	0	0.244	1.6	22.5	40.2	43	12	13.8	19.09897651	1.497426492	0	0	0	0	0	0	4.99	0	0	0	6.28	0	2110	177	262	1153	0.117	17.6687	73625	0.105225653	0.147	2.215	0.16	0.198	0.2	1.24	0	0.11	0.16	5.3	72	0	14.7	34.3	13.83	43	114	0	179	0	0.5	5.5	5.4	11.8	420	15.02	9.34	16	18.4	28.9	0.083	5.37	442	39	46	2.28	54	147	38	NA	3.6	13	399	34	7.4	10.7
1603	0.282703790219719	0.017682912	0.188123819	0.423333333	1.827	2.250333333	32.38	NA	9.5972	NA	180.172002888584	24.8796477122375	34.0157803952303	781.535849406042	77.5494864319905	1.01651191353259	14.2844126515937	3.33305266886197	18.1457749136114	NA	353.542152021933	1.87190323124675	24.9232125085318	11.5550435885235	NA	NA	0.697728245411147	NA	1.191000874	NA	25	0.168208	206	229	182	0	1.029	3.5	27.9	36	0	7	12.8	11.31248891	3.811631071	0	0	0	0	0	0	4.99	0	0	0	0	0	835	354	176	243	0.149	24.3507	44625	0.10284126	0.18	3.33	0.18	0.16	0.26	2.27	0	0.11	0.17	8.1	64.8	0	14.4	35.7	13.83	40.3	91.6	0	66.98	0	0.9	7.3	6.4	12.3	135	0	8.92	15.94	20.3	28.9	0.204	0	929	38.6	85	3.51	681	134	231	NA	3.5	33	929	78	12.5	10.71
1602	0.258081993011799	0.013165761	0.200909582	0.354666667	1.410666667	1.765333333	28.96	NA	7.69792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.568555997	NA	40	0.309365	270	191	168	0	0.759	2.6	18.9	35.7	30	7	12.2	15.45808436	1.938117494	0	14.43	0	57.85	31.5	0	39.41	93.38	0	5.97	9.25	0	1368	195	199	681	0.127	22.1295	16500	0.09644337	0.201	2.793	0.15	0.222	0.18	1.76	0	0.09	0.19	10.3	74.7	0	13.7	34.1	65.72	40.1	66.84	0	83.51	0	1	6.4	5.8	13.6	307	12.12	8.9	15.92	20.3	28.2	0.146	25.83	636	37	76	2.89	351	151	221	NA	3.8	33	606	69	13.9	10.7
1601	0.330804102053791	0.024036027	0.164162642	0.301333333	1.534333333	1.835666667	34.53	NA	11.9675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.198387783	NA	38	0.108605	88.52	245	155	0	1.477	2.1	20.3	39.9	0	11	14.5	10.84186239	2.228302668	0	0	0	0	31.5	0	0	0	0	0	0	0	748	243	227	227	0.144	24.2095	27625	0.093252244	0.234	3.22	0.28	0.286	0.24	1.85	0	0.08	0.25	7.8	74.1	0	14.8	36.3	13.83	40.8	76.12	0	0	0	0.7	5.6	5.9	12.5	509	0	9.76	15.82	21.4	29.8	0.197	0	1281	40.6	107	3.33	1283	119	305	NA	3.8	35	1281	96	10.6	10.67
1571	0.258309050083511	0.020610345	0.18625011	0.408	1.782666667	2.190666667	31.1	NA	8.40704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	0.467635	709	152	231	0	0.965	1.8	23.2	37.1	36	11	13.1	3.219310182	11.69827841	0	82.63	0	255	43.77	290	4.99	54.51	0	6.19	50.85	7.04	358	856	227	687	0.15	24.1394	27313	0.101414791	0.183	3.154	0.18	0.161	0.2	2.17	0	0.09	0.17	5.7	71.9	0	13.4	35.4	112	37.9	133	37.41	45.81	0	0.4	4.9	5.3	NA	495	299	9.78	16.09	19.6	25.4	0.134	22.01	569	NA	103	3.26	285	NA	265	NA	NA	31	533	92	7.9	10.72
1570	0.331928404844193	0.011086306	0.212810803	0.453	1.675666667	2.128666667	33.04	NA	11.813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	0.15547	124	159	190	0	1.357	2	27.4	37.9	33	17	13.6	5.662781755	4.61988996	24.35	23.9	0	51.47	263	190	0	0	65.39	0	0	11.12	602	411	257	579	0.143	23.776	30313	0.101755448	0.175	3.362	0.2	0.217	0.22	2.17	0	0.1	0.28	4.9	65.5	0	13.9	35.9	79.89	38.7	139	264	133	0	0.6	7.1	5.7	NA	417	31.65	9.78	15.94	20	26.5	0.174	7.41	767	NA	80	3.47	483	NA	305	NA	NA	30	734	63	7.5	10.71
1526	0.279250257791248	-3.104702528	-0.114963147	0.048333333	0.252333333	0.300666667	23.17	NA	6.94358	NA	33.281776016316	NA	7.73504932611709	328.231211668395	8.40022555809276	NA	3.39794191834239	0.932038601232577	NA	7.39850182779606	37.502477583495	NA	2.21567035365229	2.49441086990877	8.14524133583542	NA	NA	NA	0.465749664	76	36	0.44519	175	276	221	0	0.795	1.7	19.5	35.9	26	10	12.8	8.213216589	13.87215287	0	0	0	0	0	0	7.36	0	0	0	0	0	503	1061	198	102	0.103	17.9215	76125	0.055718602	0.118	1.291	0.1	0.113	0.17	0.55	0	0.07	0.17	6.5	73.5	0	13.9	35.5	0	39.2	192	0	0	0	0.6	7	5.7	13	230	0	9.16	15.92	18.3	25.5	0.094	0	548	35.6	107	1.33	200	207	292	196	3.6	35	522	97	8.8	10.72
1525	0.371316375646474	0.009720703	0.184773403	0.161	0.710333333	0.871333333	28.87	NA	11.6023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.484267092	56	41	0.187641	86.34	280	220	0	1.486	1.3	15.3	30.8	30	12	10.8	20.09347453	30.92468793	4.88	7.92	0	0	96.55	50.58	27.11	36.47	22.76	0	0	0	1213	2376	232	316	0.115	19.6441	69000	0.061828888	0.169	1.785	0.12	0.186	0.19	0.86	0	0.08	0.18	6.7	77.9	0	13.4	35.1	122	38.2	150	105	107	0	0.6	6.8	5.6	14.5	285	22.59	8.06	15.99	19	25	0.127	13.34	644	42.8	132	1.82	296	180	312	196	4.3	42	614	120	8.6	10.69
1506	0.204287854628645	0.034400099	0.195373683	0.295	1.215	1.51	26.24	2.33742220105369	5.38999	NA	173.761542986211	25.9902882349839	36.4750352356936	818.862663250924	86.7196988057587	1.38455745237423	9.91556786718397	3.23397234957814	15.7717701838265	53.2207527051866	NA	2.08977206795965	NA	9.54084436138769	35.3925933937832	NA	0.554991383863087	NA	0.703943349	60	26	0.0117807	157	236	172	0	0.573	2.2	25.5	37.5	36	12	13.4	5.082174762	15.62988819	0	0	0	0	0	0	9.91	0	0	0	0	0	364	1536	232	512	0.14	20.9943	138000	0.098018293	0.16	2.572	0.15	0.192	0.25	1.5	0	0.12	0.2	5.8	67.3	0	14.5	35.8	26.32	40.6	145	41.84	27.68	0	0.7	7.2	6	10.7	189	0	9.23	15.95	18.6	27.1	0.136	0	772	40.9	53	2.6	388	134	56	252	3.3	13	736	41	8.7	10.74
1505	0.206182325031074	0.018262029	0.129881305	0.201666667	1.351	1.552666667	26.46	17.2691371644468	5.52054	NA	149.792041078306	19.105581127113	35.3147542341298	759.366524861582	72.7714579753948	1.21173112460207	13.6934433232113	NA	14.5055088869099	44.0053333148738	385.694898576048	1.94934918185782	27.2409303508966	10.9917824972998	28.6368210966993	NA	NA	NA	1.20003313	44	25	0.11447	73.27	176	181	75.22	0.621	1.6	22.8	34.2	38	13	11.9	7.590605218	2.709164054	8.62	9.3	0	16.77	152	634	0	5.7	0	0	21.55	39.34	729	253	512	673	0.143	21.2545	137000	0.097430083	0.13	2.578	0.18	0.198	0.23	1.55	0	0.09	0.2	5	69.6	8.49	14	34.7	16.92	40.3	800	125	144	0	0.5	7.6	5.7	12	252	0	8.49	15.95	18.6	26.7	0.166	26.66	752	47.5	63	2.62	276	94	68	248	4.2	17	714	50	7.1	10.77
1485	0.265740349644644	0.01026408	0.158719214	0.317333333	1.682	1.999333333	29.12	NA	8.10967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.951446235	140	40	0.160942	NA	432	202	NA	1.025	2.9	28.9	35	0	11	13.2	16.40797492	21.37951843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	642	1789	NA	NA	0.11	22.4076	55750	0.112465659	0.18	3.275	0.22	0.185	0.23	2.09	0	0.12	0.25	6.5	64.6	NA	13.7	37.6	NA	36.4	NA	NA	NA	NA	0.6	6.5	6.2	15.1	336	NA	9.6	15.93	21.3	26.1	0.126	NA	1872	60.3	61	3.35	1304	111	183	736	6.5	20	1872	50	10	10.74
1484	0.202636149635901	0.03408815	0.08648053	0.141333333	1.493	1.634333333	25.91	30.9099835848579	5.30606	NA	133.661427317848	18.7952602140478	34.5326454832985	678.757494104054	75.3800742603519	1.42672502693948	11.3563867335465	3.73379011074303	16.6011083114508	65.1901381021503	489.631743148668	2.70608878349085	34.5198560340991	15.625079117971	31.3831661358378	NA	0.816228335331575	NA	1.461757211	116	27	0.339441	22.39	396	197	0	0.592	2.5	28	35.4	37	11	13.1	12.86185884	7.156007809	0	0	0	0	152	0	7.36	0	0	0	6.13	0	549	614	335	633	0.111	20.8791	129438	0.107371671	0.214	2.782	0.14	0.188	0.2	1.74	0	0.09	0.21	6	65.8	13.32	13.2	36.9	56.94	35.9	156	0	69.9	0	0.7	6.2	5.7	13.8	420	19.78	9.87	16	21.2	25.3	0.129	10.42	1640	59.8	57	2.85	564	72	144	644	5.9	17	1603	46	9.2	10.7
1483	0.26528776479443	0.010568995	0.15578775	0.246666667	1.336666667	1.583333333	29	NA	8.12799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.811827598	152	43	0.534379	642	392	199	0	0.946	2.7	27.4	38.1	43	12	13.8	13.68277821	7.993906407	0	0	0	0	152	35.06	33.22	0	0	0	5.61	0	590	679	280	996	0.122	22.5104	30750	0.092793103	0.157	2.691	0.16	0.154	0.22	1.66	0	0.09	0.25	6.7	67.8	0	13.4	36.4	62.82	36.9	116	0	78.25	0	0.5	4.8	5.6	14.5	529	9.22	10.33	15.91	20.4	25.5	0.107	5.37	1436	46	64	2.74	724	95	214	564	5.9	21	1393	52	9.9	10.69
1479	0.203232865760221	0.021070857	0.134051152	0.258666667	1.671	1.929666667	27.91	NA	5.94825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594357473	84	32	1.17659	550	276	171	0	0.679	1.9	28.6	29.2	52	18	11	6.155830326	1.426433178	0	0	0	0	0	0	51.92	0	0	0	0	0	377	141	251	443	0.122	23.3199	201250	0.11178789	0.132	3.12	0.16	0.198	0.23	2.02	0	0.13	0.25	4.3	64.5	0	14.6	37.8	41.86	38.5	95.12	32.78	125	0	0.5	6.9	6.2	11.9	185	12.12	7.57	15.96	19.3	25.7	0.158	8.42	1216	35.1	106	3.19	340	75	151	444	4.7	35	1164	88	6.7	10.69
1478	0.194240238064939	0.024697705	0.185172188	0.328	1.443333333	1.771333333	25.6	3.9875863028834	4.96075	NA	160.365159130734	25.0290597171853	31.5150133697538	867.678263571167	1.73875316122473	1.30384022580728	12.8056699227977	3.66980253769601	15.6326040030111	40.0479332762086	346.046025140633	2.28868439361208	NA	12.3968158202875	38.2651496731751	NA	0.801533757009021	NA	3.114381805	48	25	0.298185	284	176	199	0	0.459	0.8	24.5	40.3	63	21	14.1	4.008755842	2.648938058	0	0	0	0	0	0	12.58	0	0	0	0	0	385	225	242	17.34	0.123	20.5785	94500	0.111523438	0.142	2.855	0.13	0.153	0.27	1.87	0	0.11	0.18	2.4	68.4	0	14.1	35.1	35.69	40.2	60.78	0	0	0	0.4	7.1	5.4	15.3	578	0	10.01	15.92	20.3	28	0.114	0	908	53.8	92	2.92	180	136	76	332	5.2	26	845	71	3.6	10.68
1477	0.237328632447662	0.013247387	0.138639736	0.241	1.497333333	1.738333333	22.12	13.5816439716083	6.45143	NA	132.874728900662	18.1516597039273	30.2638371007408	713.778532620808	72.2579045985545	1.17730574061971	11.8211285388875	3.65952422863749	14.1958424937975	44.2035915603872	410.454929467412	2.0058772640848	29.6406604169533	12.6470780005695	34.3935844091507	NA	0.854792141296267	NA	1.589363237	56	28	0.228991	137	176	191	0	0.648	1.4	22.3	37	50	17	13	5.24782583	5.197893865	7.17	7.92	0	32.15	124	27.71	21.13	20.91	0	0	7.81	0	504	460	314	146	0.116	20.7321	200250	0.125949367	0.155	2.786	0.12	0.161	0.25	1.81	0	0.09	0.2	4.7	72.5	7.01	14.2	35.1	71.45	40.5	324	0	80.91	0	0.4	5.2	5.3	17.1	398	143	9.14	15.87	19.4	27.5	0.14	14.3	1152	59.7	103	2.84	332	100	80	416	5.8	30	1102	86	6.5	10.68
1465	NA	0.01757132	NA	0.146	0.914	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.957	NA	NA	NA	NA	NA	NA	8.163284624	5.847601018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.072655958	0.144	NA	0.11	0.151	0.18	1.09	0	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.69
1461	0.225629309628645	0.027563666	0.187906315	0.178	0.769333333	0.947333333	23.46	NA	5.4318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	26	0.0790952	284	260	146	0	0.549	1.9	22.1	33.4	33	13	11.9	5.060640123	2.841744069	0	0	0	0	194	0	34.76	0	0	0	0	0	329	329	225	809	0.11	18.6422	156000	0.070716113	0.126	1.659	0.116	0.077	0.19	0.92	0	0.07	0.16	6	70.2	0	14.6	35.7	79.89	41	168	50.2	72.75	0	0.7	7.7	6	NA	91	18.84	8.16	15.85	17.2	25.8	0.086	6.39	656	NA	75	1.79	308	NA	67	232	NA	20	623	62	8.6	10.69
1447	0.272969966768645	0.011580234	0.244175859	0.489	1.513666667	2.002666667	30.41	NA	8.73419	NA	208.290649630437	28.6291236337335	38.3076532655361	963.171337039831	65.4486678028292	1.27663075027085	12.3617824093476	3.40596547431683	14.3271729109044	35.3974007953138	265.500392690067	1.70734811586375	17.7554503208262	12.3210388747645	NA	NA	NA	NA	0.486511798	52	36	0.174992	429	176	228	0	0.768	2.2	25.1	36.6	42	10	13.3	2.16576939	9.779329113	0	7.24	0	NA	96.55	0	0	0	0	0	5.11	0	208	725	346	215	0.137	23.2627	78625	0.101578428	0.167	3.089	0.2	0.102	0.27	2	0	0.11	0.24	6	67.3	0	13.8	36.5	136	38	168	0	200	0	0.7	7.6	6	15.5	437	0	9.63	15.79	20.4	26.5	0.19	11.41	1056	31.3	131	3.2	600	159	330	320	4.6	45	1014	121	8.9	10.62
1439	0.187982088395939	0.014843004	0.132173311	0.284	1.864666667	2.148666667	27.12	NA	5.17319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	21	0.454784	381	180	200	0	0.53	1.4	28.2	32.8	53	14	11.6	3.673904041	2.958054783	25.07	0	0	0	89.76	798	12.58	0	0	0	18.79	45.71	345	250	465	445	0.118	22.3464	168250	0.115744838	0.15	3.139	0.1	0.139	0.21	2.17	0	0.11	0.26	3.4	64.4	5.62	14.1	35.3	68.6	39.8	644	0	150	0	0.4	7.4	5.9	NA	194	28.08	8.24	15.86	19.3	27.1	0.163	41.91	1280	NA	68	3.23	408	NA	60	400	NA	22	1227	54	5.2	10.68
1438	0.292135191694501	0.020362512	0.17597524	0.256333333	1.200333333	1.456666667	31.5	NA	10.0231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516106117	68	33	0.245434	297	232	216	0	0.978	1.7	27.8	31.3	56	9	12	7.301899071	6.555522688	0	12.18	18.74	0	19.92	8.32	18.21	0	0	0	12.07	0	532	513	310	1672	0.157	24.2867	161000	0.075142857	0.178	2.367	0.16	0.159	0.15	1.45	0	0.12	0.15	4.1	66.1	0	13.3	38.5	64.27	34.5	139	37.41	140	0	0.4	6.1	5.9	13.8	429	18.84	9.08	15.83	20.5	23.3	0.152	19.81	1196	29.3	80	2.44	376	129	177	356	4.2	32	1140	71	6.2	10.68
1437	0.262258219963209	0.006579257	0.201536497	0.349666667	1.385333333	1.735	28.16	5.94669249078004	7.98934	NA	NA	23.3554317939607	35.7591304591398	940.995885224626	68.1743108195514	1.31720444212895	11.319975145084	NA	13.0113853946359	36.1472831149084	289.411769343099	1.74928741443337	24.7125515222148	12.9135929436294	43.6892764282498	NA	NA	NA	0.844352044	48	26	0.278267	142	196	192	0	0.78	2	28.2	29.8	58	10	11.3	3.084422884	3.384961249	0	19.88	0	21.21	43.77	136	36.31	5.7	0	0	5.69	0	266	298	267	1060	0.137	22.4743	136000	0.095916193	0.174	2.701	0.14	0.157	0.19	1.75	0	0.09	0.2	4.6	63.7	0	13.4	38	88.12	35.3	83.03	52.2	47.61	0	0.6	8.1	6.5	14.6	84	109	8.44	15.86	19	23.2	0.159	10.42	1332	35.2	68	2.81	460	141	121	400	5	25	1274	58	7.2	10.7
1436	0.242091267704682	0.003958955	0.240344978	0.622333333	1.967	2.589333333	30.42	NA	7.93152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393644287	52	38	0.281514	519	240	260	0	0.774	4.8	34.5	35.3	35	14	13.1	3.294089807	18.85819085	0	0	0	0	83.01	5910	0	0	0	0	0	483	232	1226	263	494	0.145	24.831	112062.5	0.117915845	0.2	3.587	0.11	0.157	0.2	2.6	0	0.1	0.22	7.8	56.2	5.62	13.4	37.2	10.78	36.1	236	54.17	124	0	1.4	9.3	7.1	16.1	121	5.4	9.78	15.9	20.9	25.9	0.187	12.38	1204	43	116	3.8	888	205	215	412	5.2	50	1169	102	14	10.67
1427	0.330957957838739	0.01472423	0.193191323	0.212	0.885333333	1.097333333	28.16	NA	10.0038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.157710505	96	35	0.00957686	173	324	187	0	1.343	2.1	33.7	41.3	0	22	14.6	14.49115542	4.912027451	0	0	0	0	138	0	51.92	0	0	0	0	0	756	444	188	195	0.122	20.223	103500	0.077627841	0.192	2.186	0.16	0.234	0.2	1.09	0	0.08	0.23	3.7	59	4.96	14.5	35.5	68.6	41	133	99.63	176	0	0.5	7.3	5.9	14.8	171	0	10.07	15.85	18.5	27.5	0.063	7.92	1512	44.8	118	2.26	880	167	240	472	4.9	41	1512	96	6.3	11.08
1395	0.309811820384247	0.028484571	0.138918401	0.22	1.363666667	1.583666667	33.32	NA	10.9977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	49	0.266879	250	428	177	0	1.266	1.4	30.9	36.7	48	22	12.8	19.06667455	25.71803822	0	0	0	0	0	0	0	0	11.69	0	5.2	0	753	2456	322	834	0.148	24.5003	170750	0.078511405	0.212	2.616	0.16	0.094	0.19	1.62	0	0.1	0.24	2.9	61.5	0	14.6	35.1	0	41.7	79.98	0	0	0	0.4	7.6	6.1	NA	413	0	8.79	15.79	18.6	27.9	0.173	0	1260	NA	117	2.68	432	NA	323	508	NA	40	1212	95	4.7	10.66
1384	0.173589963076231	0.002049205	0.118209365	0.14	1.044333333	1.184333333	23.72	NA	4.02949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	32	0.174214	213	284	167	566	0.326	3.2	24.1	37.9	41	14	13.2	6.871916228	3.556765071	0	0	0	0	310	0	0	0	5.99	0	0	0	409	360	270	1323	0.111	19.1832	289000	0.089038786	0.147	2.112	0.15	0.105	0.19	1.24	0	0.09	0.19	9.1	68.4	0	13.5	34.9	50.8	38.8	88.27	433	595	0	1	7.5	6.4	NA	92	0	9.78	15.72	20.1	27	0.122	0	1048	NA	65	2.15	192	NA	121	312	NA	20	1007	51	13.3	10.7
1383	0.15516426337123	0.033214243	0.116836319	0.154	1.164	1.318	24.66	NA	3.70248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	32	0.269646	94.41	272	141	0	0.315	1.3	23	36.3	30	16	14.1	7.176950837	2.218896054	0	0	0	0	0	0	0	0	0	0	5.07	0	446	266	216	445	0.109	20.1592	214250	0.092011354	0.132	2.269	0.16	0.117	0.21	1.36	0	0.09	0.2	4	68.4	0	15.4	38.9	0	39.7	64.92	0	0	0	0.6	8.6	6	NA	79	0	9.15	15.76	18.9	26.6	0.137	0	860	NA	83	2.38	212	NA	232	280	NA	28	830	67	5.9	10.68
1367	0.173413211823769	0.041035624	0.15305367	0.123666667	0.684333333	0.808	25.82	NA	4.59202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.794129743	156	28	0.212288	116	484	190	55.41	0.406	0.8	16.9	31.5	0	11	11.2	11.08134651	5.406732533	0	0	0	0	0	0	0	0	0	0	0	0	387	481	152	52.72	0.163	21.8882	108750	0.05817196	0.12	1.502	0.08	0.122	0.15	0.8	0	0.07	0.16	3.7	76.9	0	15.6	35.7	0	43.8	35.56	0	0	0	0.4	6.2	5.9	16.3	84	0	7.19	15.65	17.3	28.6	0.119	0	1248	37.3	76	1.6	1084	188	212	440	3.6	27	1248	65	4.9	10.56
1366	0.0887461347389716	0.930268994	0.014215494	0.005333333	0.371	0.376333333	22.87	13.956700404836	2.06008	NA	114.769094498501	10.9225039266275	29.4497353459326	633.276577808644	94.0381669906227	2.16794013154287	5.92607940471224	NA	9.53272633362016	23.950845533113	472.352188460993	1.96845952916132	14.6590014363309	12.4430730466679	33.1561225760313	NA	NA	NA	0.447711698	104	20	0.545851	33.04	288	201	0	0.155	0.6	20.4	41	34	10	14.5	4.770750754	6.421345323	0	0	0	0	0	0	0	0	0	0	0	0	280	540	157	276	0.137	21.1531	60500	0.047923043	0.156	1.096	0.06	0.09	0.15	0.36	0	0.09	0.19	2.4	73	0	15.6	35.3	0	44.2	66.01	0	0	0	0.3	6.6	6.3	17.5	374	0	9.27	15.67	17.6	29	0.098	0	1588	27.4	115	1.16	524	72	318	368	3.7	41	1554	105	3.3	10.56
1345	0.300476543499684	0.025119504	0.154582061	0.15	0.820333333	0.970333333	28.62	NA	8.98573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92	48	0.326648	217	284	147	47.76	1.041	3.7	32.7	41.4	22	19	14	11.03875052	4.113530143	0	0	0	0	0	0	0	0	0	0	0	0	657	473	292	1304	0.139	20.9192	153000	0.060377358	0.122	1.728	0.109	0.107	0.23	0.94	0	0.07	0.15	6.7	59.5	0	14.7	34	21.12	43.4	115	0	0	0	0.9	7.8	6.2	NA	72	0	9.53	15.79	17.7	28.6	0.112	0	808	NA	126	1.82	376	NA	322	224	NA	34	786	107	11.3	10.64
1337	0.254250548684632	0.015415959	0.141309243	0.226333333	1.375333333	1.601666667	28.4	NA	7.32491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.300964466	96	37	0.179126	82.86	260	170	0	0.986	0.7	17.3	37.5	0	8	13.5	7.952434479	3.691060758	0	0	0	9.3	0	0	0	0	0	0	5.32	0	517	367	320	286	0.148	21.4849	39500	0.091690141	0.144	2.604	0.13	0.11	0.27	1.64	0	0.08	0.23	3.2	77.9	0	13.6	36.1	0	37.8	175	0	0	0	0.3	4.8	5.5	NA	476	0	9.93	15.97	20.1	26	0.153	0	1324	NA	178	2.69	796	NA	204	432	NA	64	1324	170	4.2	10.65
1325	0.296168597649445	0.013313988	0.179035901	0.282333333	1.294666667	1.577	30.49	NA	9.58377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.774789544	84	30	0.391315	163	288	159	30.54	1.204	2.3	22.7	43.9	0	10	15.5	8.536236171	6.010826481	0	0	0	0	67.48	0	0	0	0	0	0	0	501	639	277	462	0.125	22.7754	105000	0.082453263	0.149	2.514	0.14	0.095	0.22	1.6	0	0.08	0.23	7.2	69.5	0	15.1	35.2	0	42.9	117	0	0	0	0.9	7.8	6.1	12.9	383	0	10.24	15.87	18	28.2	0.116	0	1024	47.3	85	2.68	812	166	102	304	4.2	25	1024	75	10.4	10.68
1322	0.141446576522289	0.027597092	0.119194399	0.078666667	0.581333333	0.66	27.45	NA	3.78386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	45	0.395652	449	208	187	0	0.289	1.4	16.9	45.5	32	12	15.4	8.343134355	13.26468674	0	0	0	0	0	0	0	0	0	0	0	0	678	1199	451	224	0.167	22.9673	65750	0.055336976	0.225	1.519	0.07	0.114	0.21	0.64	0	0.06	0.2	7	79.5	0	15.1	33.8	0	44.7	134	0	0	0	0.4	3.6	6.2	NA	522	0	10.18	16.06	16.3	27.8	0.104	0	692	NA	115	1.62	248	NA	280	164	NA	37	660	103	8.8	10.66
